State,Currency,Top_Category,Category,Creator,Location,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration_in_Days,Facebook_Connected,Facebook_Friends,Facebook_Shares,Has_Video,Creator_Projects_Created,Creator_Projects_Backed,#_Videos,#_Images,#_Words_(Description),#_Words_(RisksandChallenges),#_FAQs
0,0,6,140,Ben Ryan,Townsville,0,0,11,10000,101,2,17-12-13,16-01-14,30,0,0,5,0,1,0,0,0,376,76,0
0,1,5,49,Mark Holden,Vancouver,3,0,28,50000,2646,13,17-12-13,10-02-14,55,1,238,0,1,1,3,0,13,678,67,0
1,5,10,83,Nick Beam,New Orleans,1,0,9,5000,5056,78,17-12-13,17-01-14,30,1,1266,488,1,1,1,0,0,419,93,0
0,0,6,52,Riley Wayne,Brisbane,0,0,9,3300,1,1,17-12-13,16-01-14,30,0,0,12,1,1,1,0,0,164,46,0
0,5,0,105,Suchitra Fields,Santa Cruz,9,0,14,25000,2050,19,17-12-13,26-01-14,39,1,0,0,1,2,2,0,20,1087,90,0
1,5,10,64,dFresh,Boston,2,3,16,10000,12582,105,17-12-13,16-01-14,30,1,1239,731,1,1,17,0,7,448,163,0
0,5,10,83,Iaian Thompson,Nashville,1,0,9,15000,320,4,17-12-13,16-01-14,30,1,114,66,1,1,0,0,0,349,63,0
0,5,7,55,Robert,Richlands,0,0,8,12000,711,8,17-12-13,16-01-14,30,0,0,1,1,1,1,0,0,477,167,0
0,5,6,52,Jeffrey M.,San Antonio,0,1,8,80000,337,7,17-12-13,15-02-14,60,1,378,0,0,1,0,0,0,336,206,0
1,5,5,49,Harrison Bradt,New York,0,0,4,5000,6536,35,17-12-13,16-01-14,30,1,308,125,1,1,0,0,6,173,164,0
1,3,4,104,Artitude Initiative,Aberdeen,1,48,7,5000,5183,205,18-12-13,26-01-14,39,0,0,30,1,1,3,0,29,1255,200,0
1,5,10,102,Elmellio Music Group,St. Louis,10,0,11,5000,5090,14,18-12-13,01-02-14,45,1,519,10,1,1,2,0,5,736,227,0
0,5,4,104,Sonali Jain,New York,0,0,6,5000,2870,18,18-12-13,01-02-14,45,1,471,0,1,1,0,0,9,615,99,0
0,5,12,88,Louise Riofrio,Houston,7,0,10,2000,1630,29,18-12-13,08-01-14,21,1,200,57,1,5,9,1,1,671,86,0
1,5,8,136,Kikiwik Games,Atlanta,7,20,9,8000,11903,688,18-12-13,01-02-14,45,0,0,21,1,1,3,4,11,1180,68,0
1,0,10,40,Laith Tierney,Perth,0,0,7,2000,2040,31,18-12-13,17-01-14,30,1,1189,172,1,1,1,0,0,433,176,0
0,5,7,55,Phillip Martin,Kansas City,4,1,8,30000,5723,90,18-12-13,17-01-14,30,1,770,1076,1,1,4,0,2,201,194,0
0,5,4,104,Jennifer Fox,Albuquerque,0,0,7,2000,702,15,18-12-13,17-01-14,30,1,187,177,1,1,0,0,3,624,84,0
0,4,8,59,Steven Male,Auckland,0,0,9,15000,235,9,18-12-13,17-01-14,30,1,494,21,1,2,0,0,6,663,79,0
1,5,4,35,Steve Kelly & George Palagonia,Bigfork,3,1,6,1200,2673,79,18-12-13,17-01-14,30,1,576,203,1,3,25,0,4,922,148,0
0,5,8,136,Right Brain Games Inc,Colorado Springs,6,118,24,120000,36414,343,18-12-13,29-01-14,42,0,0,1048,1,1,10,0,43,4148,172,8
0,5,3,34,Amelia Nommensen,Santa Cruz,0,0,2,1100,259,9,18-12-13,27-12-13,9,0,0,26,0,1,0,1,0,274,48,0
1,3,12,94,Bjørk Grue Lidin,Greater London,0,0,3,250,314,28,18-12-13,10-01-14,23,0,0,336,0,1,2,0,0,129,61,0
1,5,6,119,Lowhouse Productions,Indianapolis,1,0,7,1000,1298,26,18-12-13,22-01-14,35,0,0,145,1,1,1,0,12,943,149,0
1,5,10,64,Nate James,Nashville,3,2,6,2000,2152,48,18-12-13,18-01-14,30,1,1803,336,1,1,1,0,0,133,89,2
0,5,12,51,Chris OKennon,Corona,1,0,5,500,1,1,18-12-13,17-01-14,30,1,257,1,0,4,1,0,0,96,31,0
0,5,10,83,James Jones,Atlanta,0,0,13,100000,45,1,18-12-13,17-01-14,30,1,1105,6,1,2,0,0,1,654,131,0
0,5,5,49,Derek Whitaker,Mapleton,4,4,7,25000,1622,23,18-12-13,01-02-14,45,1,384,0,1,2,1,0,6,530,113,2
1,5,11,97,Aaron Hill,Brooklyn,1,1,7,5000,5054,89,18-12-13,11-01-14,24,1,818,162,1,1,1,0,6,414,159,0
1,5,11,97,Sam Livm,New York,1,0,9,2500,2842,51,18-12-13,03-01-14,16,1,1272,181,0,1,0,0,14,698,129,2
1,5,1,26,Robin Sevakis,Seattle,10,48,10,7500,27741,688,18-12-13,17-01-14,30,0,0,253,1,1,2,0,8,362,136,0
0,5,7,55,Jovany Veloz,Bronx,0,0,7,25000,451,13,17-12-13,16-01-14,30,1,204,51,1,1,0,0,16,1605,169,0
1,5,3,34,Unity Dance Troupe,Cleveland,1,0,7,2000,2070,40,18-12-13,12-01-14,25,0,0,501,1,1,1,0,0,293,104,0
0,5,0,10,Mullox Studios,Boise,0,0,12,5000,463,16,17-12-13,16-01-14,30,1,344,64,1,1,0,0,16,1598,138,0
0,5,10,115,Jeffrey Robert Wolfe,Los Angeles,0,0,2,7500,5,1,17-12-13,18-01-14,31,0,0,1,0,2,0,0,0,130,80,0
0,5,10,68,James G. Carlson,Allentown,1,1,4,17800,316,10,17-12-13,15-02-14,60,1,520,56,0,1,0,1,0,1177,116,0
0,5,6,119,Carolyn Colton,Providence,4,1,10,5000,1006,27,17-12-13,18-01-14,31,1,334,134,1,1,7,0,3,634,210,1
0,1,8,136,Andrew Hlynka,South Windsor,14,35,13,5000,312,28,18-12-13,01-02-14,45,0,0,0,1,1,6,0,21,2152,244,12
1,5,10,102,Cara Domings,Nashville,1,2,5,1600,2157,48,18-12-13,07-01-14,19,1,1195,129,1,1,0,0,0,415,52,0
0,5,5,49,Fernando Martinez,Northeastern San Diego,1,0,10,20000,50,1,18-12-13,21-01-14,34,1,437,196,1,1,0,0,9,673,105,0
1,5,12,101,Jennifer Silvey,Springfield,2,1,46,1700,1775,17,18-12-13,22-01-14,35,1,1052,25,1,1,0,0,4,879,107,0
1,5,12,106,Farida Nabourema,Washington,0,0,4,1000,1020,19,18-12-13,01-02-14,45,1,2096,0,1,1,1,0,0,1266,82,0
0,3,11,97,Rab G.P.Lewin,Resipol,0,0,6,5000,293,5,18-12-13,17-01-14,30,1,345,69,1,1,1,4,0,146,104,0
0,5,14,130,Wayne Valenti,Tampa,2,6,15,30000,7613,142,18-12-13,01-02-14,45,1,2084,0,1,1,0,0,2,389,123,0
1,5,6,37,Rumur,Brooklyn,6,1,10,2000,3004,50,18-12-13,11-01-14,23,0,0,305,1,6,75,0,3,378,87,0
0,5,1,26,Mark Christopher Thompson,Dayton,1,10,10,27500,17899,116,18-12-13,01-02-14,45,0,0,2,0,3,0,0,15,877,39,0
0,5,10,115,GEAR DADDIES,Minneapolis,0,0,9,40000,19934,257,18-12-13,17-01-14,30,1,99,1670,1,1,0,0,0,291,122,0
0,5,0,28,"Chad Colvin, PE, RCDD",Wentzville,0,0,8,50000,24,2,18-12-13,17-01-14,30,1,238,15,1,1,1,1,2,1974,104,0
0,3,4,35,Green | Digit Gardening,Newcastle,6,0,10,10000,1960,44,18-12-13,27-01-14,40,1,0,59,0,1,3,0,8,287,133,2
0,5,7,55,Stephan Klapproth,Chicago,0,0,8,15000,908,16,18-12-13,17-01-14,30,1,227,17,1,1,0,0,1,189,105,0
0,5,4,104,Tooga Camera Gear,Los Angeles,2,7,7,45000,17722,68,18-12-13,27-01-14,40,0,0,914,1,1,0,0,18,964,56,0
0,3,12,11,Chris Page,London,0,0,16,5380,148,5,18-12-13,19-01-14,32,0,0,0,1,3,2,1,7,901,300,0
1,5,11,97,Ann Keiser,La Paz,0,0,9,1500,1590,30,18-12-13,16-02-14,60,0,0,54,0,1,0,0,0,233,29,0
0,5,10,64,Stewart Artist Management,Detroit,0,1,7,1000,73,4,18-12-13,10-01-14,22,1,418,10,0,1,0,0,0,153,33,0
0,5,5,49,Chris and Fede,New York,0,0,13,100000,1166,14,18-12-13,01-02-14,45,0,0,0,1,1,2,0,22,337,21,0
0,5,6,37,Conestoga Films,Plaucheville,0,0,10,1800,15,1,18-12-13,08-01-14,21,1,95,3,1,1,2,0,0,142,165,0
1,5,0,105,Savanna Studios,Des Moines,1,8,12,20000,20980,189,18-12-13,01-02-14,45,1,375,0,1,1,0,0,11,2770,69,0
0,5,8,126,Philip Reed,Kyle,2,5,7,1500,921,71,18-12-13,01-01-14,14,0,0,62,0,5,173,0,9,1047,198,0
1,5,5,49,Hippy Chic Designs,Kailua,2,4,15,10000,11225,176,18-12-13,17-01-14,30,1,217,583,1,1,4,0,14,544,198,0
0,5,5,49,Rande Orton,Bend,0,0,13,3000,361,11,18-12-13,17-01-14,30,0,0,32,1,1,0,0,23,484,91,0
0,5,6,140,Roman Mica,Boulder,4,10,9,50000,5464,104,18-12-13,16-02-14,60,1,283,82,1,1,1,1,5,928,178,0
0,5,12,88,Kara LeeAnn Smith,Asheville,3,0,16,4800,1761,32,18-12-13,12-01-14,25,1,660,247,1,1,1,0,0,811,253,1
0,5,6,119,Lorian James Delman,New York,3,0,12,27500,8324,58,18-12-13,01-02-14,45,1,2240,369,1,1,5,2,10,1357,166,0
0,5,5,49,Lumines,South San Francisco,0,1,15,15000,302,20,18-12-13,01-02-14,45,1,37,108,1,1,0,0,12,466,78,0
1,5,4,61,Gordon Fyodor Lyon,Palo Alto,1,1,6,1337,11354,267,18-12-13,17-01-14,30,0,0,155,0,1,6,0,1,396,122,0
0,5,5,49,Damian S Thompson for CrounLidz LLC,Allentown,1,0,9,11000,1048,25,18-12-13,22-01-14,35,1,952,380,1,1,2,0,13,656,149,0
1,5,10,115,The Skinny Millionaires,Newport,4,0,16,3000,3025,55,18-12-13,22-01-14,35,1,1224,269,1,1,0,5,0,3427,96,0
1,5,6,52,Wayside Creations,Los Angeles,11,88,23,100000,121650,1285,18-12-13,31-01-14,44,0,0,113,1,3,0,0,27,935,51,0
0,3,8,126,Valhallions,Newport,11,0,11,2000,321,10,18-12-13,17-01-14,30,1,109,55,1,1,2,0,19,2542,281,0
0,5,10,40,Tyler Stephenson,Springfield,0,0,3,30000,35,2,18-12-13,17-01-14,30,1,259,22,1,1,0,0,0,232,125,0
0,5,0,90,Megan Gillenwater,Boise,0,0,7,8440,50,2,18-12-13,17-01-14,30,1,6,0,1,1,3,0,7,500,118,0
0,5,10,83,Brian Deerfield,Little Five Points,2,0,21,55000,14650,81,18-12-13,16-02-14,60,1,882,109,1,1,2,0,12,837,84,0
1,5,10,83,Gil and the Harbor,Nashville,0,3,10,1500,2106,57,18-12-13,17-01-14,30,0,0,186,1,1,1,0,0,178,108,0
1,5,0,80,NEO NEW YORK,New York,2,0,9,6000,6832,105,18-12-13,22-01-14,35,0,0,417,1,1,0,0,5,334,202,0
0,5,10,79,shawn hoskins,Twin Bridges,0,0,5,1996,15,2,18-12-13,31-01-14,44,1,3407,76,1,1,2,0,1,204,69,0
1,5,10,68,Rochelle House,Seattle,7,1,9,3000,3432,33,18-12-13,15-01-14,28,1,1454,142,1,2,1,0,3,291,113,1
0,5,5,49,Robert Rackley,Chicago,2,0,7,25000,100,4,18-12-13,16-02-14,60,0,0,292,1,1,0,0,36,643,66,3
0,1,14,130,Parvis Ramirez,Calgary,0,0,7,3500,521,9,18-12-13,27-01-14,40,1,355,0,1,1,0,0,10,729,119,0
0,5,10,83,Megan Barker,Nashville,0,0,12,4000,380,13,18-12-13,17-01-14,30,1,1387,197,1,1,0,0,0,153,102,0
1,5,6,119,Katelynn Zimmerman & Jake Herman,Baltimore,5,2,13,2000,2054,31,18-12-13,22-01-14,35,1,217,219,1,1,1,0,3,235,197,0
1,5,10,83,Cabaret Runaway,Pittsburgh,0,11,10,1500,1730,44,18-12-13,01-02-14,44,0,0,0,1,1,0,0,0,272,113,0
0,5,10,40,Russell Chambliss,Englewood,0,0,5,500,35,3,18-12-13,29-01-14,41,0,0,0,1,1,1,0,1,260,208,0
1,5,7,55,"Amy, Courtney and Audra",Bend,1,2,11,5000,7175,100,18-12-13,12-01-14,24,1,405,477,1,1,2,0,7,419,118,0
0,5,12,51,Tina Overby,Durham,1,2,3,1500,127,8,18-12-13,16-02-14,60,1,779,0,1,1,0,0,0,100,128,0
0,3,0,10,Bethany Hart,London,0,0,3,1000,25,2,18-12-13,14-02-14,57,1,379,6,1,1,0,0,4,316,77,0
1,5,12,51,J. Wes Ulm,Los Angeles,1,0,11,2800,2960,8,18-12-13,17-01-14,30,1,273,69,1,1,0,0,0,2972,526,0
1,3,10,83,Corrina Taylor,Brighton and Hove City,4,1,12,1000,1115,42,18-12-13,08-01-14,21,1,265,149,0,2,0,2,3,448,311,0
0,3,0,28,judah devoreaux,Cambridge,0,0,3,13768,1,1,18-12-13,01-02-14,45,0,0,1,0,2,0,0,0,119,44,0
0,5,3,34,Noelle Andressen-Kale,Los Angeles,2,0,7,550,101,7,18-12-13,12-01-14,25,1,814,42,1,3,1,2,2,633,98,0
0,3,6,119,Elizabeth Carlyon,Nottingham,0,0,10,3000,115,3,18-12-13,17-01-14,30,1,319,33,1,1,0,2,7,1244,177,0
1,5,2,32,Jill Bigelow Suttell and Jane Bigelow,Gregory,3,2,26,4000,4000,95,18-12-13,15-01-14,28,1,160,125,1,1,1,0,11,317,75,0
0,5,14,130,Angela Cristantello,New York,0,0,11,4000,3515,35,18-12-13,17-01-14,30,1,1111,148,1,1,1,0,0,923,131,0
0,5,1,26,Kyle Winters,Grass Valley,6,7,13,15000,5035,81,18-12-13,17-01-14,30,1,332,492,1,2,91,0,11,1212,102,0
0,3,8,59,Nansensu,Cheshire,0,4,7,1900,202,15,18-12-13,07-02-14,50,0,0,0,1,1,0,0,2,412,38,0
0,5,12,11,Amanda the Doodler,Vancouver,0,0,6,275,50,1,18-12-13,25-12-13,6,1,0,2,1,15,65,0,7,358,102,0
0,5,5,49,The t-Shirt Clothing Company,San Francisco,0,1,11,5000,18,1,18-12-13,05-02-14,49,0,0,1,1,1,3,0,1,253,227,0
1,5,10,115,Tin Man,Tacoma,1,0,7,3000,3002,40,18-12-13,08-01-14,20,1,2710,335,1,1,0,0,0,30,25,0
0,5,0,80,Tristin Beach,Eugene,0,0,11,22000,46,5,18-12-13,17-01-14,30,1,247,46,1,1,2,0,3,630,92,0
0,5,13,127,Jeffrey Karlberg and Doug Cripps,Naperville,1,4,10,10000,729,22,18-12-13,01-02-14,45,1,415,0,1,1,2,0,37,2096,300,0
0,1,0,90,Ian Mondry,Montreal,0,0,16,1000,1,1,18-12-13,17-01-14,30,0,0,1,1,1,0,0,3,409,57,0
0,1,1,26,Sheharzad Arshad,Toronto,0,11,11,6000,3039,82,18-12-13,17-01-14,30,1,11,35,1,1,2,0,12,304,88,0
0,5,5,49,Otto Pierce,Paris,0,0,10,50000,905,9,18-12-13,27-01-14,40,1,675,0,1,1,1,0,12,1483,227,0
1,5,12,19,Jared Aldwin Crooks,Washington,4,2,10,2000,2312,44,18-12-13,17-01-14,30,1,984,144,1,1,9,0,10,810,106,1
1,5,12,19,Dr. Tamara PIzzoli,Rome,4,1,12,5000,5951,85,18-12-13,06-02-14,50,1,376,38,1,1,1,0,6,883,238,0
1,5,6,86,Michelle Clay,Los Angeles,4,0,15,5000,8953,55,18-12-13,20-01-14,32,1,253,272,1,4,16,1,6,831,44,1
0,5,6,37,Bandit/wongwayfilms,Los Angeles,0,3,6,5000,1434,32,18-12-13,19-01-14,31,1,450,331,1,1,0,0,0,242,72,0
1,0,12,19,Gail Fox,Sydney,1,4,5,350,616,21,18-12-13,02-01-14,15,1,100,9,0,1,0,0,0,321,163,0
0,5,13,63,MendelCraft.com,Rancho Cucamonga,0,2,2,30000,55,10,18-12-13,17-01-14,29,0,0,11,1,1,0,0,5,738,392,0
0,5,12,88,Gavin Harrell,Baltimore,0,0,8,6000,10,1,18-12-13,01-02-14,45,0,0,0,1,1,1,0,0,570,34,0
0,5,8,126,Allan Dyer,Seattle,1,2,10,5500,511,10,18-12-13,17-01-14,30,1,95,18,1,1,2,0,9,424,53,2
0,3,10,79,Corrie Gallagher,Glasgow,0,0,3,400,40,3,18-12-13,31-01-14,43,0,0,26,0,1,0,0,0,144,63,0
0,5,12,88,kailas lea peace,Portland,3,0,18,3000,1096,32,18-12-13,17-01-14,30,1,488,113,0,1,2,1,13,316,132,0
1,5,10,115,Erik Arvoy,Denver,3,0,7,2000,2050,32,19-12-13,18-01-14,30,1,877,369,1,1,1,0,2,250,137,0
0,5,0,90,Paul Hawley,Zillah,0,0,6,22460,105,3,19-12-13,03-01-14,15,1,86,24,1,1,1,0,7,1183,123,0
0,0,8,136,Sweaty Chair,Sydney,4,4,14,24000,1781,17,19-12-13,18-01-14,30,1,307,94,1,1,0,1,9,549,226,4
0,5,7,55,ZachAriah James,Columbus,0,0,15,20000,660,18,19-12-13,04-02-14,46,1,185,0,1,1,0,0,15,838,88,0
1,1,0,80,Alexandre Néron & Marta Jarząbek,Ottawa,3,5,11,5000,9225,101,19-12-13,18-01-14,30,1,799,1257,1,1,1,0,15,503,130,0
0,5,10,64,Jaime Clark,Providence,0,0,9,7727,670,12,19-12-13,18-01-14,30,0,0,99,1,2,1,0,0,223,142,2
0,5,12,88,Mihoko Terada and Keith Goldstein,Ishinomaki-shi,1,4,3,10000,780,28,19-12-13,07-02-14,50,1,1106,0,1,1,0,0,7,1154,238,0
0,1,10,102,Leilani the Artist,Vancouver,0,0,11,7500,300,2,19-12-13,18-01-14,30,1,371,59,1,1,0,0,8,303,73,0
1,5,1,26,Cosmic Times / Martin T. Pierro,Lake Worth,7,5,25,850,1255,45,19-12-13,13-01-14,25,1,1432,253,1,1,6,0,13,797,121,0
1,5,10,71,Mary Mackenzie,New York,5,0,14,10000,12766,93,19-12-13,18-01-14,30,1,856,388,1,1,2,0,1,866,145,0
1,5,4,104,Don Wilder,Coeur D'Alene,15,232,14,15000,125227,1391,19-12-13,21-01-14,33,1,508,236,1,1,5,0,24,1119,296,9
0,5,2,32,Darrin Brogsdale,Newark,0,0,6,4850,106,4,19-12-13,18-01-14,30,1,165,0,0,1,1,0,2,150,108,0
1,5,8,126,Ryan Keller,Scottsdale,11,51,12,9650,10922,235,19-12-13,19-01-14,31,0,0,286,1,1,3,0,10,1151,73,2
0,5,0,90,Jahir Albor (Rep: Ivan F. Velazquez),Lake Elsinore,0,0,9,10000,410,6,19-12-13,18-01-14,30,1,124,24,1,1,0,0,5,173,57,0
0,5,6,37,Aaron Jackson,Phoenix,1,1,11,65000,185,7,19-12-13,20-01-14,32,0,0,14,1,1,5,0,0,472,62,0
0,5,5,49,JoAnne Hopkins,Dublin,1,0,19,50000,941,19,19-12-13,18-01-14,30,1,957,1356,1,1,11,0,7,785,208,0
0,5,4,61,Cindy Ridgeway,Celina,0,0,2,2000,50,2,19-12-13,02-02-14,45,1,221,16,0,1,0,0,0,85,53,0
0,5,4,104,Troy Peterson and Daniel Clark,Granite Shoals,0,2,6,15000,15,1,19-12-13,18-01-14,30,1,59,1,1,1,0,0,8,800,67,0
1,5,6,37,Henry Worobec,Bozeman,2,1,7,7500,9766,111,19-12-13,18-01-14,30,0,0,527,1,1,4,0,7,690,631,0
0,1,8,136,ESChamp,Downtown Toronto,2,6,11,15000,756,23,19-12-13,18-01-14,30,1,535,144,1,1,2,0,13,2020,196,12
0,5,2,32,Life With a Meaning,Charlotte,0,0,7,10000,90,3,19-12-13,02-02-14,45,0,0,15,1,1,0,0,7,264,97,0
0,5,2,32,Richard T. Snyder,Janesville,0,0,8,90000,426,10,19-12-13,18-01-14,30,1,592,24,1,1,0,0,3,344,71,0
0,5,0,28,King Britt & Kate Watson-Wallace,Philadelphia,0,2,15,25000,8721,131,19-12-13,20-01-14,31,0,0,1351,1,1,1,0,8,343,188,0
0,5,6,140,Robert David Foster,St. Joseph,0,0,4,4000,486,10,19-12-13,09-02-14,51,1,380,26,0,1,0,0,0,106,78,0
0,5,5,49,Rob Blankenship,Farmersville,0,1,5,500,50,5,19-12-13,18-01-14,30,0,0,0,0,1,0,0,9,104,61,0
0,5,6,119,Christina Duran,Tarzana,0,1,8,3000,37,5,19-12-13,18-01-14,30,1,383,35,1,1,1,0,0,148,86,0
0,0,8,126,Shane  Thomas,Perth,0,0,4,7000,21,2,19-12-13,18-01-14,30,0,0,0,0,1,0,0,0,195,40,0
0,5,10,115,spencer perskin,Austin,1,0,6,2800,895,11,19-12-13,14-02-14,57,1,933,3,1,1,0,0,0,114,48,0
0,5,6,5,FrimuFilms Animation Studio,Foxboro,0,1,15,20000,38,4,19-12-13,02-02-14,45,1,2894,0,1,1,0,1,23,571,148,0
0,5,8,126,Red Castle Games Productions,Portland,15,0,10,19500,7134,117,19-12-13,18-01-14,30,1,706,622,1,1,3,0,4,1292,301,0
1,0,10,79,Voyager,Perth,7,36,14,10000,18875,354,19-12-13,31-01-14,43,0,0,18,1,1,0,0,0,331,32,0
1,3,6,52,Steph Davies,Wales,0,0,15,2500,2740,44,19-12-13,18-01-14,30,0,0,237,1,1,0,0,3,498,77,0
0,5,7,55,Darin J Duncan,Dallas,1,0,5,40000,2883,13,19-12-13,17-02-14,60,0,0,37,1,1,1,0,8,962,262,0
1,5,10,83,Jonathan Bauver,Winchendon,0,1,3,2000,2026,7,19-12-13,02-02-14,45,1,305,5,1,1,0,0,0,150,109,0
1,3,10,142,Magnus Orr,New York,3,3,17,4800,5811,94,19-12-13,25-01-14,37,1,1689,824,1,2,1,0,2,317,335,0
0,5,5,49,Camille Rojas,Miami,1,0,12,35000,425,5,19-12-13,18-01-14,30,0,0,19,1,1,4,0,26,992,151,1
1,5,7,55,Jocelyn Pierce,Rockport,0,0,11,15500,15817,102,19-12-13,14-01-14,25,0,0,419,1,1,1,0,4,358,90,0
1,3,6,52,Benjamin Mankin,Farnham,6,0,8,2000,2060,56,19-12-13,31-01-14,43,1,852,8,1,1,2,0,9,318,140,0
1,5,12,19,Jeremy Dooley,Downtown,9,13,13,8690,10373,426,19-12-13,18-01-14,30,0,0,609,1,1,3,0,16,1092,194,3
1,5,10,68,Minor Characters,Chicago,0,5,10,8000,9026,174,19-12-13,18-01-14,30,0,0,820,1,1,1,0,0,539,117,0
1,5,6,119,Charlie Cole,Guilford,1,0,5,3000,3119,30,19-12-13,18-01-14,30,1,1285,187,1,1,0,0,1,439,44,0
1,5,5,49,Troy Christiansen,Provo,3,40,5,5000,8556,569,19-12-13,24-01-14,36,1,742,241,1,1,6,0,9,735,152,0
0,5,8,136,BloodLeaf Studios,Surprise,2,2,15,1000,315,10,19-12-13,18-01-14,30,1,211,49,1,1,0,0,3,659,172,0
0,3,11,97,Andrew McNab,Stockholm,0,0,11,20000,520,16,19-12-13,18-01-14,30,0,0,98,1,1,1,0,2,789,108,0
1,5,12,51,Chris Wood,Los Angeles,0,0,5,1000,1611,39,19-12-13,18-01-14,30,1,880,93,0,1,0,0,0,135,38,1
0,5,3,34,Andrew Sutton,Sacramento,9,10,27,17000,3922,172,19-12-13,19-01-14,31,1,4102,654,1,1,24,7,2,2549,334,18
1,5,12,51,Lanternfish Press,Philadelphia,4,14,12,4000,7407,183,19-12-13,09-01-14,21,1,320,149,1,1,3,0,0,1071,113,1
1,1,10,83,Manatee,Guelph,0,0,3,400,401,18,19-12-13,31-12-13,12,0,0,79,0,2,2,0,0,260,139,0
0,0,8,59,Steven Conroy,Perth,1,0,8,40000,505,9,19-12-13,18-01-14,30,1,167,31,0,2,0,0,10,1054,317,4
0,5,13,89,Bobby Powers,Lebanon,2,0,12,35000,5271,43,19-12-13,18-01-14,30,1,395,135,1,1,1,0,4,2240,88,0
1,5,0,66,Nicole Rae Klapak,Minneapolis,11,5,21,350,1171,41,19-12-13,18-01-14,30,1,374,78,1,1,3,0,21,1278,204,1
0,5,14,130,Tracie Wojtalewicz,Castle Rock,0,0,11,30000,10,1,19-12-13,02-02-14,45,1,326,1,1,1,0,0,0,740,254,0
1,5,12,101,John Deming,Manhattan,6,0,8,5000,6156,149,19-12-13,13-01-14,24,1,932,633,1,1,2,0,0,452,337,0
1,5,0,118,Austin Ohm,Seattle,0,0,6,1000,1088,36,19-12-13,18-01-14,30,1,261,111,1,1,0,0,8,292,56,0
0,5,12,88,"Eagre Interactive, Inc.",Newington,1,2,12,20000,2571,84,19-12-13,18-01-14,30,0,0,453,1,1,5,0,18,998,188,0
1,5,6,52,Andrea Chesley and Meagan English,Hollywood,0,0,6,5000,5291,99,19-12-13,18-01-14,30,0,0,389,1,1,4,0,2,312,72,0
1,5,10,142,Susan Herndon,Okemah,3,1,10,11000,12130,87,19-12-13,28-01-14,40,1,4616,765,1,1,7,0,5,478,182,0
1,5,7,55,Sarah Thieben,Dayton,1,1,7,5000,6321,65,19-12-13,18-01-14,30,1,79,226,1,1,0,0,0,172,80,0
0,5,12,106,Michael Wetter,Los Angeles,0,0,8,5000,20,1,19-12-13,18-01-14,30,0,0,0,1,1,0,0,0,483,77,0
1,5,10,30,Faith vs Fate Productions,Seattle,10,0,12,10000,10142,64,19-12-13,01-01-14,12,1,1296,902,1,3,49,2,4,391,191,0
0,3,5,49,Daneika March,Bristol,1,0,8,500,27,4,19-12-13,15-02-14,57,1,279,2,1,1,0,0,8,214,58,0
1,1,5,49,Dallas,Vancouver,0,4,6,420,685,11,19-12-13,18-01-14,30,0,0,55,1,1,0,0,4,25,50,0
1,5,10,83,Melissa Hammans,Nashville,30,1,9,15500,15965,176,19-12-13,18-01-14,30,1,893,2485,1,2,2,1,4,352,230,1
0,5,5,49,Mitchell Myers,Milwaukee,1,0,14,1000,572,14,19-12-13,18-01-14,30,1,825,28,1,1,0,0,13,165,140,0
0,5,0,10,Katherine Barnett,Philadelphia,0,0,6,3000,31,2,19-12-13,15-01-14,27,1,12,2,0,1,3,0,3,599,150,0
0,5,13,63,TimePilot,Batavia,0,0,13,30000,2650,23,19-12-13,02-02-14,45,1,146,96,1,1,1,1,7,2384,227,0
1,5,10,30,The Daughters Rea,Yosemite Village,2,2,9,1500,3565,84,19-12-13,18-01-14,30,1,822,194,1,1,4,0,1,675,134,0
1,5,0,118,Lotus Luminous,Minneapolis,3,0,16,2400,3584,24,19-12-13,18-01-14,30,0,0,14,1,2,2,0,11,1139,107,0
0,5,10,79,"HuntClub, The",Orlando,0,0,17,5500,556,10,19-12-13,30-01-14,42,0,0,0,1,1,0,0,1,657,68,0
0,5,10,102,Moses Jones,Denver,0,0,11,10000,81,4,19-12-13,02-02-14,45,1,619,31,1,1,1,1,0,245,82,0
0,5,5,49,Sara Coleman,Lake Forest,2,2,7,3500,15,1,19-12-13,18-01-14,30,1,215,11,1,1,0,0,0,117,55,0
0,5,6,37,"ray liptak,jr",New Haven,2,0,38,3500,140,3,19-12-13,13-01-14,24,1,460,367,1,1,0,0,0,437,204,0
0,3,5,49,Adrenalina Team,Madrid,0,0,7,40000,519,11,19-12-13,02-02-14,45,1,302,0,1,1,2,0,19,542,110,0
0,5,2,32,Golbarg Bashi,New York,0,0,7,16000,981,9,19-12-13,16-01-14,28,1,943,226,1,1,1,0,0,361,414,0
1,5,7,55,Stacey Koziel,Three Oaks,4,12,12,16000,16652,119,19-12-13,18-01-14,30,1,911,1487,1,1,0,0,5,210,126,3
1,3,5,49,Mizkai,Wales,1,0,6,100,356,12,19-12-13,08-01-14,20,1,1237,100,0,1,1,0,0,83,152,0
0,0,5,49,Ana Duran,St Kilda West,1,0,9,17000,1230,5,19-12-13,23-01-14,35,0,0,116,1,1,0,0,7,43,149,0
